census_tract,rank,lat,lon
22071006000,244,29.9566235,-90.08610875
48113016607,245,32.6537255,-96.884715
17031838800,246,41.683703,-87.57352768
6013318000,247,38.0158165,-122.1592115
8001008802,248,39.85059,-104.9219972
48113011601,249,32.6948375,-96.68513947
6019005408,250,36.8194585,-119.7406679
5119002700,251,34.757616,-92.20332361
47157007822,252,35.08123,-90.02672609
39035110901,253,41.4591175,-81.66646915
22033000300,254,30.4938395,-91.1623756
12086000503,255,25.8896615,-80.25191247
48201332400,256,29.6583625,-95.32621449
22071002300,257,29.988578,-90.05759542
42101005600,258,39.898457,-75.24523949
21111006200,259,38.2409015,-85.74491212
39061025700,260,39.1843495,-84.48991521
6071005800,261,34.1083345,-117.284233
48201314300,262,29.6859695,-95.41676307
29031881400,263,37.270792,-89.53548031
48291700100,264,30.330881,-95.12790749
39061010400,265,39.093525,-84.64878931
18029080300,266,39.106195,-84.85013602
42095011300,267,40.5999315,-75.34430273
13021013800,268,32.840854,-83.61028249
1055001300,269,34.005127,-85.98549021
42091200106,270,40.1270145,-75.08198983
17031824900,271,41.612146,-87.69377063
28049001100,272,32.326787,-90.19066161
12105011204,273,28.073676,-81.97982623
47065002500,274,35.0085025,-85.28062227
13121007400,275,33.6795665,-84.40660378
48201331400,276,29.6514875,-95.36214184
42003424000,277,40.4930855,-79.92439695
6071006201,278,34.142575,-117.266823
22071013800,279,29.9963165,-90.0793509
22071008600,280,29.9453555,-90.08987391
39061026400,281,39.109603,-84.52391005
47157009901,282,35.2230545,-90.03487561
48201241500,283,29.9717155,-95.30777754
17163502500,284,38.5862275,-90.11550019
17143000100,285,40.6618225,-89.62913952
39049004200,286,39.9581295,-83.01141281
37051000200,287,35.0396695,-78.87150538
1097004900,288,30.7493625,-88.1129956
1073001600,289,33.536079,-86.80429599
22033003400,290,30.514373,-91.13683761
31055001600,291,41.263833,-95.94488359
6007001200,292,39.694723,-121.8083913
48113010703,293,32.7281385,-96.93352594
40109105300,294,35.442546,-97.48581946
28049003200,295,32.2939215,-90.22366655
17031825501,296,41.5796025,-87.7162888
29189210501,297,38.7609985,-90.24428889
39035119202,298,41.4945175,-81.6084027
48201313400,299,29.6937085,-95.33455497
21037050100,300,39.088096,-84.5010366
47157008200,301,35.0867185,-89.9409408
26163579700,302,42.2447485,-83.15414532
48201422900,303,29.684203,-95.52895726
22071001900,304,29.9712895,-90.05342545
48201222501,305,29.928284,-95.40562875
47037014800,306,36.150729,-86.75984649
48201433600,307,29.668509,-95.55523661
48201252500,308,29.764728,-95.13456235
29189221800,309,38.742553,-90.34784453
42091203700,310,40.1370845,-75.34899879
28049010201,311,32.383922,-90.16300568
39153508399,312,41.053323,-81.57668126
13063040203,313,33.604333,-84.45245446
26163544300,314,42.407611,-83.27673731
48113017202,315,32.7239365,-96.60924047
48201232701,316,29.7888385,-95.22896277
22055000900,317,30.2477405,-92.029804
48201453601,318,29.68238,-95.5916028
13121004800,319,33.7441365,-84.38411322
48201540501,320,29.8509755,-95.64296704
17031817101,321,41.8762525,-87.87812951
18019050504,322,38.325023,-85.75557151
17163504600,323,38.630134,-90.13632451
6071007200,324,34.077624,-117.261222
5119003001,325,34.76404,-92.28908032
22033003300,326,30.516038,-91.16348594
39061006400,327,39.1772795,-84.47721724
6071008705,328,34.025921,-117.1002809
13121007001,329,33.692591,-84.38836883
39061027400,330,39.22653,-84.45603133
48201550302,331,30.0014375,-95.44256629
1097001100,332,30.677819,-88.04870967
21111005900,333,38.252841,-85.73621822
6071008002,334,34.0682375,-117.1874068
22071007501,335,29.968899,-90.12284904
22071001302,336,29.9697375,-90.03447192
28049010901,337,32.324183,-90.27376416
17163502300,338,38.5778725,-90.19378872
48201231700,339,29.875823,-95.31993058
1097000600,340,30.711802,-88.07480258
47037011001,341,36.223217,-86.75980866
29189213600,342,38.714062,-90.32610927
45079010900,343,34.0436875,-81.01730669
22071009400,344,29.947658,-90.09637027
48201453200,345,29.68202,-95.5645023
1101000300,346,32.4062805,-86.32807522
21111000200,347,38.2741905,-85.78230816
18167001900,348,39.4405045,-87.4229242
48113020300,349,32.7729235,-96.76725742
22071001720,350,30.0209615,-90.02254253
47157004600,351,35.1284135,-90.02812435
39061008502,352,39.1581005,-84.56109814
39061006600,353,39.148019,-84.4844204
48201553300,354,30.025857,-95.43496245
22071007502,355,29.9652625,-90.12073817
36061002400,356,40.7226545,-73.96974838
22051027602,357,29.871761,-90.19318326
22073011100,358,32.459415,-92.13982174
4013117300,359,33.4219295,-112.1171294
22019001600,360,30.221908,-93.16545071
48113010000,361,32.810537,-96.87084097
48113014204,362,32.847667,-96.92151697
42043020100,363,40.2591515,-76.88723758
47157011300,364,35.1519325,-90.04196268
28075000400,365,32.387782,-88.68109121
13121007300,366,33.670044,-84.38125505
13021010100,367,32.846479,-83.64385481
29510118400,368,38.6291455,-90.22617031
40109102600,369,35.478719,-97.50726286
29189210502,370,38.749934,-90.24693421
12086009904,371,25.9664275,-80.23808509
6071005100,372,34.1572085,-117.2792536
39049005410,373,39.95307,-82.94559489
22033002500,374,30.4247655,-91.17408495
6071004201,375,34.1262635,-117.3310535
48201313000,376,29.7191735,-95.37232864
22071004401,377,29.9685925,-90.07689614
22071002402,378,29.998107,-90.04971015
6071007800,379,34.0729515,-117.2221186
39017012200,380,39.531338,-84.39255973
22033005100,381,30.4601185,-91.18197451
1097005000,382,30.761197,-88.10325094
39151702300,383,40.78029,-81.37470126
48201250600,384,29.992718,-95.2427383
6013305000,385,38.015246,-121.8297444
1073002700,386,33.5178635,-86.81107634
48201240100,387,29.9476825,-95.40809271
39049001400,388,39.9938385,-82.98843548
48157670300,389,29.596272,-95.48706088
31055001100,390,41.27847,-95.95179793
1073003100,391,33.505374,-86.87522661
1125011401,392,33.202713,-87.55176623
42045404800,393,39.858081,-75.35074553
39061002200,394,39.1225415,-84.50485155
22071002700,395,29.970235,-90.06060396
48201433501,396,29.682483,-95.5498167
21145030100,397,37.067212,-88.57548532
40101000200,398,35.7712175,-95.39384068
1073005500,399,33.570732,-86.80224266
39017010909,400,39.3325825,-84.49218487
1097004800,401,30.749065,-88.09175658
48201331500,402,29.6304065,-95.36778847
39017000200,403,39.367679,-84.56147453
1101001200,404,32.3596985,-86.31824149
22033000701,405,30.48373,-91.12931735
1097001501,406,30.654278,-88.07776237
39061007700,407,39.14931,-84.55405349
22071000613,408,29.9185105,-90.02199443
48201240501,409,29.958274,-95.39067092
22051020505,410,30.010859,-90.25372035
29189212200,411,38.7003275,-90.27871984
1073005101,412,33.494862,-86.83421716
13121004400,413,33.741268,-84.40274575
22071003500,414,29.9754595,-90.07033599
42043021300,415,40.2613625,-76.866551
22005030900,416,30.1379475,-91.04853054
22019000200,417,30.244775,-93.22539419
26163579500,418,42.249151,-83.12923248
28075000700,419,32.3367225,-88.73811767
1073003300,420,33.5186165,-86.89215373
28049011001,421,32.283132,-90.26554561
1097002302,422,30.651989,-88.08593267
28049011400,423,32.311686,-90.18929543
1101000600,424,32.3726795,-86.2915191
6019005202,425,36.786943,-119.7430064
6029006304,426,35.201849,-118.8196454
6077002503,427,37.9197265,-121.304668
48201520500,428,29.817634,-95.47460616
48339693400,429,30.299021,-95.46109985
47157003700,430,35.135649,-90.02779797
48201453100,431,29.696475,-95.56414722
21117067100,432,39.078052,-84.50443598
39049002900,433,39.9755675,-82.97507046
48201221500,434,29.8646825,-95.39503883
37191002000,435,35.366901,-78.01262121
22015010400,436,32.5331435,-93.75423695
6067005205,437,38.541013,-121.3964722
28049000800,438,32.341494,-90.22544361
22015011300,439,32.518426,-93.72788595
17163502800,440,38.568113,-90.10801206
22109000700,441,29.5776405,-90.66682528
48245000900,442,30.102656,-94.11450133
1073004000,443,33.4942225,-86.85198707
26163541400,444,42.421812,-83.26769172
6019002000,445,36.7625875,-119.8355795
11001009601,446,38.9100315,-76.94405385
48201533600,447,29.9071275,-95.42446104
47157007821,448,35.082074,-90.01469086
48201532200,449,29.8573265,-95.48277599
39061003700,450,39.128731,-84.48307509
6067007004,451,38.63416,-121.4877524
22071002000,452,29.975888,-90.05289968
22087030204,453,29.9500925,-89.88690398
39061026200,454,39.1701265,-84.78078379
21049020201,455,38.0311765,-84.18559573
13121008202,456,33.781504,-84.5138341
47157010500,457,35.064415,-89.94309455
28035001100,458,31.3497955,-89.32261536
39061008501,459,39.174769,-84.56760013
42043022606,460,40.2763075,-76.80468118
6019001100,461,36.710864,-119.780372
22071000701,462,29.971095,-90.02172814
8031000800,463,39.7362625,-105.0212502
22033002400,464,30.4264235,-91.18923538
39049000720,465,40.007726,-82.98749987
47157003800,466,35.1415995,-90.02817704
13121006700,467,33.7088465,-84.38123403
5119001300,468,34.737723,-92.31176216
22071000602,469,29.9369705,-90.03375733
48113018130,470,32.836167,-96.62531504
5119001800,471,34.739434,-92.33030151
48201313500,472,29.688334,-95.34727134
6019001408,473,36.7250325,-119.7274735
29189210100,474,38.804955,-90.16494059
48245000700,475,30.11394,-94.09307424
48201331602,476,29.629842,-95.32333843
47157011700,477,35.1173235,-90.0639554
17163502200,478,38.6314245,-90.08985875
1103000600,479,34.611781,-87.00975921
39049005100,480,39.9425825,-83.02182391
17163501200,481,38.609722,-90.12452134
22033004013,482,30.397672,-91.19554263
1073013300,483,33.4379545,-86.92714161
13095010302,484,31.5947375,-84.12441882
28049003800,485,32.245838,-90.22141079
22071001736,486,30.030527,-89.98197714
6047001301,487,37.3064015,-120.4954387
48201211500,488,29.764162,-95.29960778
13121012000,489,33.7343945,-84.39312721
47037015802,490,36.124195,-86.71221485
48113003902,491,32.7472425,-96.75489981
47157008120,492,35.08585,-89.96097442
42003552100,493,40.344352,-79.86312026
13021010500,494,32.8264585,-83.65062178
12086009901,495,25.9663785,-80.21769628
40109107305,496,35.444777,-97.46807668
8001015000,497,39.823602,-104.9660645
5119003606,498,34.845051,-92.10721833
18097358000,499,39.737729,-86.16427669
40109105700,500,35.4529535,-97.55677756
13095010700,501,31.556684,-84.11936417
