city,rank,lat,lon,description
Marion,203,40.5496,-85.66,"Ranks highly in: Agricultural_Loss_Rate: 95%, Household_Income: 92%, Asthma: 92%"
Parkersburg,204,39.2624,-81.542,"Ranks highly in: Asthma: 89%, PM25: 87%, Agricultural_Loss_Rate: 87%"
Albany,205,42.6664,-73.7987,"Ranks highly in: Asthma: 92%, Traffic_Proximity: 91%, Household_Income: 91%"
Lake Oswego,206,45.413,-122.7003,"Ranks highly in: PM25: 91%, Diesel_Particulate: 89%, Asthma: 88%"
Cookeville,207,36.1484,-85.5114,"Ranks highly in: Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 89%, Asthma: 88%"
Bradenton,208,27.49,-82.5739,"Ranks highly in: Diesel_Particulate: 89%, Traffic_Proximity: 87%, Household_Income: 87%"
Dale City,209,38.6473,-77.3459,"Ranks highly in: Diesel_Particulate: 90%, Traffic_Proximity: 88%, PM25: 85%"
Cedar Rapids,210,41.9665,-91.6782,"Ranks highly in: Building_Loss_Rate: 88%, Household_Income: 87%, Agricultural_Loss_Rate: 87%"
Roseville,211,38.7703,-121.3196,"Ranks highly in: Agricultural_Loss_Rate: 92%, Traffic_Proximity: 88%, PM25: 86%"
Troy,212,31.8021,-85.9665,"Ranks highly in: Agricultural_Loss_Rate: 97%, Asthma: 95%, Building_Loss_Rate: 94%"
Myrtle Beach,213,33.7096,-78.8843,"Ranks highly in: Agricultural_Loss_Rate: 89%, Building_Loss_Rate: 89%, Asthma: 87%"
Lexington,214,33.989,-81.2202,"Ranks highly in: Agricultural_Loss_Rate: 98%, Building_Loss_Rate: 97%, PM25: 97%"
Sarasota,215,27.3386,-82.5431,"Ranks highly in: Diesel_Particulate: 90%, Traffic_Proximity: 88%, Household_Income: 87%"
Waukesha,216,43.0087,-88.2464,"Ranks highly in: Traffic_Proximity: 89%, Agricultural_Loss_Rate: 89%, Diesel_Particulate: 88%"
Fort Collins,217,40.5478,-105.0656,"Ranks highly in: Building_Loss_Rate: 90%, Traffic_Proximity: 86%, Household_Income: 86%"
Lansing,218,42.7142,-84.5601,"Ranks highly in: Asthma: 92%, Traffic_Proximity: 89%, Household_Income: 87%"
Durham,219,35.9794,-78.9031,"Ranks highly in: PM25: 87%, Traffic_Proximity: 87%, Diesel_Particulate: 87%"
Kingsport,220,36.5224,-82.5453,"Ranks highly in: Agricultural_Loss_Rate: 93%, Asthma: 90%, Household_Income: 88%"
Panama City,221,30.1995,-85.6004,"Ranks highly in: Building_Loss_Rate: 89%, Asthma: 87%, Traffic_Proximity: 86%"
Rome,222,34.2661,-85.1862,"Ranks highly in: Building_Loss_Rate: 87%, Agricultural_Loss_Rate: 87%, PM25: 87%"
Springfield,223,39.771,-89.6538,"Ranks highly in: Agricultural_Loss_Rate: 99%, Asthma: 98%, Building_Loss_Rate: 98%"
Chico,224,39.7575,-121.8152,"Ranks highly in: Agricultural_Loss_Rate: 91%, Asthma: 86%, Building_Loss_Rate: 84%"
Poughkeepsie,225,41.6949,-73.921,"Ranks highly in: Diesel_Particulate: 85%, Agricultural_Loss_Rate: 89%, Asthma: 88%"
Macon,226,32.8065,-83.6974,"Ranks highly in: PM25: 88%, Asthma: 86%, Diesel_Particulate: 85%"
Trenton,227,40.2236,-74.7641,"Ranks highly in: Agricultural_Loss_Rate: 95%, Building_Loss_Rate: 94%, Household_Income: 93%"
Evansville,228,37.9881,-87.5341,"Ranks highly in: PM25: 86%, Diesel_Particulate: 86%, Building_Loss_Rate: 85%"
Tuckahoe,229,37.5878,-77.5858,"Ranks highly in: Diesel_Particulate: 88%, Traffic_Proximity: 87%, PM25: 84%"
Murfreesboro,230,35.8492,-86.4119,"Ranks highly in: Agricultural_Loss_Rate: 87%, PM25: 86%, Diesel_Particulate: 86%"
Warner Robins,231,32.597,-83.6529,"Ranks highly in: Agricultural_Loss_Rate: 90%, PM25: 88%, Asthma: 85%"
Utica,232,43.0961,-75.226,"Ranks highly in: Asthma: 90%, Household_Income: 87%, Traffic_Proximity: 87%"
Wilson,233,35.7312,-77.9284,"Ranks highly in: Agricultural_Loss_Rate: 89%, Building_Loss_Rate: 88%, PM25: 83%"
Warren,234,41.239,-80.8174,"Ranks highly in: Asthma: 98%, PM25: 97%, Building_Loss_Rate: 97%"
Henderson,235,37.8397,-87.5798,"Ranks highly in: Agricultural_Loss_Rate: 94%, Building_Loss_Rate: 90%, Household_Income: 90%"
Joplin,236,37.0758,-94.5018,"Ranks highly in: Agricultural_Loss_Rate: 89%, Building_Loss_Rate: 87%, PM25: 85%"
Merced,237,37.3057,-120.4778,"Ranks highly in: PM25: 89%, Agricultural_Loss_Rate: 88%, Traffic_Proximity: 84%"
Boulder,238,40.0249,-105.2523,"Ranks highly in: Building_Loss_Rate: 89%, Traffic_Proximity: 87%, Diesel_Particulate: 84%"
Economy,239,40.641,-80.184,"Ranks highly in: Household_Income: 84%, PM25: 89%, Asthma: 87%"
Columbus,240,32.51,-84.8771,"Ranks highly in: Agricultural_Loss_Rate: 99%, Building_Loss_Rate: 99%, Asthma: 99%"
Salinas,241,36.6884,-121.6317,"Ranks highly in: Traffic_Proximity: 90%, Household_Income: 87%, Asthma: 85%"
Gillette,242,44.2752,-105.4983,"Ranks highly in: Diesel_Particulate: 84%, Agricultural_Loss_Rate: 84%, Asthma: 84%"
Gainesville,243,29.6804,-82.3458,"Ranks highly in: Building_Loss_Rate: 94%, Agricultural_Loss_Rate: 94%, Household_Income: 91%"
Layton,244,41.0769,-111.9621,"Ranks highly in: Diesel_Particulate: 88%, Traffic_Proximity: 86%, Asthma: 85%"
Golden Gate,245,26.1844,-81.7031,"Ranks highly in: Building_Loss_Rate: 87%, Diesel_Particulate: 87%, Traffic_Proximity: 86%"
The Villages,246,28.9021,-81.9888,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 86%, PM25: 85%"
Tuscaloosa,247,33.2348,-87.5267,"Ranks highly in: PM25: 86%, Diesel_Particulate: 85%, Asthma: 83%"
Arlington,248,38.8786,-77.1011,"Ranks highly in: Diesel_Particulate: 90%, Traffic_Proximity: 90%, PM25: 87%"
Scranton,249,41.4044,-75.6649,"Ranks highly in: Asthma: 87%, Traffic_Proximity: 87%, Diesel_Particulate: 83%"
Ogden,250,41.2278,-111.9682,"Ranks highly in: Diesel_Particulate: 88%, Asthma: 86%, Traffic_Proximity: 84%"
Charleston,251,38.3484,-81.6323,"Ranks highly in: Asthma: 94%, Household_Income: 93%, Traffic_Proximity: 92%"
Boise,252,43.6007,-116.2312,"Ranks highly in: PM25: 88%, Diesel_Particulate: 88%, Traffic_Proximity: 86%"
Peoria,253,40.752,-89.6153,"Ranks highly in: PM25: 87%, Building_Loss_Rate: 84%, Diesel_Particulate: 84%"
Kalamazoo,254,42.2749,-85.5882,"Ranks highly in: Asthma: 88%, Traffic_Proximity: 85%, Household_Income: 82%"
New City,255,41.1543,-73.9909,"Ranks highly in: Traffic_Proximity: 88%, Diesel_Particulate: 88%, Asthma: 84%"
Athens,256,33.9508,-83.3689,"Ranks highly in: Agricultural_Loss_Rate: 94%, Household_Income: 92%, Asthma: 91%"
San Rafael,257,37.9905,-122.5222,"Ranks highly in: PM25: 90%, Traffic_Proximity: 87%, Building_Loss_Rate: 84%"
Salina,258,38.8137,-97.6143,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 86%, PM25: 84%"
Laredo,259,27.5629,-99.4875,"Ranks highly in: PM25: 89%, Traffic_Proximity: 86%, Household_Income: 85%"
Champaign,260,40.1144,-88.2735,"Ranks highly in: PM25: 85%, Building_Loss_Rate: 84%, Diesel_Particulate: 83%"
Kissimmee,261,28.3042,-81.4164,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 84%, Diesel_Particulate: 84%"
Abilene,262,32.4543,-99.7384,"Ranks highly in: Building_Loss_Rate: 88%, Household_Income: 85%, Asthma: 83%"
Binghamton,263,42.1014,-75.9093,"Ranks highly in: Asthma: 87%, Traffic_Proximity: 85%, Building_Loss_Rate: 85%"
Santa Cruz,264,36.9789,-122.0346,"Ranks highly in: Traffic_Proximity: 87%, Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 84%"
Lincoln,265,40.1508,-89.3721,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 87%, Asthma: 86%"
Goose Creek,266,32.9925,-80.0054,"Ranks highly in: Asthma: 86%, Agricultural_Loss_Rate: 85%, Diesel_Particulate: 84%"
Niagara Falls,267,43.0921,-79.0147,"Ranks highly in: Asthma: 89%, Household_Income: 85%, Traffic_Proximity: 83%"
Florence,268,34.8303,-87.6654,"Ranks highly in: Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 91%, Asthma: 90%"
Bel Air South,269,39.5051,-76.3197,"Ranks highly in: Diesel_Particulate: 86%, PM25: 85%, Agricultural_Loss_Rate: 84%"
Pearland,270,29.5585,-95.3215,"Ranks highly in: Building_Loss_Rate: 88%, Agricultural_Loss_Rate: 87%, PM25: 86%"
Elizabethtown,271,37.703,-85.877,"Ranks highly in: Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 87%, Asthma: 85%"
Covington,272,39.0334,-84.5166,"Ranks highly in: PM25: 91%, Agricultural_Loss_Rate: 89%, Building_Loss_Rate: 89%"
Leesburg,273,39.1058,-77.5544,"Ranks highly in: Diesel_Particulate: 88%, Agricultural_Loss_Rate: 86%, Traffic_Proximity: 83%"
Gainesville,274,34.2903,-83.8301,"Ranks highly in: Building_Loss_Rate: 94%, Agricultural_Loss_Rate: 94%, Household_Income: 91%"
Asheville,275,35.5704,-82.5536,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 85%, Traffic_Proximity: 84%"
Palm City,276,27.1736,-80.2861,"Ranks highly in: Building_Loss_Rate: 88%, Agricultural_Loss_Rate: 85%, Diesel_Particulate: 82%"
Weirton,277,40.406,-80.5671,"Ranks highly in: Agricultural_Loss_Rate: 90%, Building_Loss_Rate: 88%, Asthma: 87%"
Norwich,278,41.5495,-72.0882,"Ranks highly in: Agricultural_Loss_Rate: 90%, Asthma: 89%, Household_Income: 86%"
Yakima,279,46.5923,-120.5496,"Ranks highly in: PM25: 88%, Asthma: 85%, Agricultural_Loss_Rate: 81%"
Saginaw,280,43.4199,-83.9501,"Ranks highly in: Asthma: 88%, Traffic_Proximity: 84%, Household_Income: 83%"
Hendersonville,281,36.3063,-86.5998,"Ranks highly in: Agricultural_Loss_Rate: 85%, Building_Loss_Rate: 83%, Diesel_Particulate: 81%"
Waco,282,31.5598,-97.1881,"Ranks highly in: PM25: 87%, Diesel_Particulate: 84%, Traffic_Proximity: 83%"
Pueblo,283,38.2705,-104.6112,"Ranks highly in: Building_Loss_Rate: 87%, Asthma: 85%, Traffic_Proximity: 82%"
Redding,284,40.5698,-122.365,"Ranks highly in: Agricultural_Loss_Rate: 90%, Asthma: 81%, Building_Loss_Rate: 81%"
Topeka,285,39.0346,-95.6955,"Ranks highly in: Traffic_Proximity: 84%, Diesel_Particulate: 83%, PM25: 82%"
Valdosta,286,30.8502,-83.2788,"Ranks highly in: PM25: 85%, Agricultural_Loss_Rate: 83%, Asthma: 83%"
Mooresville,287,35.5849,-80.8265,"Ranks highly in: Agricultural_Loss_Rate: 89%, PM25: 83%, Diesel_Particulate: 81%"
Southaven,288,34.9514,-89.9787,"Ranks highly in: Agricultural_Loss_Rate: 86%, PM25: 82%, Diesel_Particulate: 81%"
El Paso de Robles,289,35.6394,-120.656,"Ranks highly in: Agricultural_Loss_Rate: 88%, Traffic_Proximity: 85%, Building_Loss_Rate: 82%"
Huntsville,290,30.705,-95.5544,"Ranks highly in: Agricultural_Loss_Rate: 99%, Building_Loss_Rate: 98%, Asthma: 98%"
Stevens Point,291,44.5241,-89.5508,"Ranks highly in: PM25: 83%, Asthma: 83%, Diesel_Particulate: 80%"
Crystal Lake,292,42.2333,-88.3351,"Ranks highly in: Diesel_Particulate: 85%, PM25: 83%, Agricultural_Loss_Rate: 81%"
Hopkinsville,293,36.8386,-87.4776,"Ranks highly in: Agricultural_Loss_Rate: 84%, Building_Loss_Rate: 84%, PM25: 82%"
Port St. Lucie,294,27.2796,-80.3883,"Ranks highly in: Building_Loss_Rate: 87%, Diesel_Particulate: 83%, Traffic_Proximity: 82%"
Bellevue,295,41.1535,-95.9357,"Ranks highly in: PM25: 85%, Building_Loss_Rate: 84%, Agricultural_Loss_Rate: 84%"
Pekin,296,40.5679,-89.6262,"Ranks highly in: Building_Loss_Rate: 83%, Agricultural_Loss_Rate: 83%, PM25: 83%"
Tyler,297,32.3184,-95.3062,"Ranks highly in: PM25: 86%, Agricultural_Loss_Rate: 83%, Household_Income: 82%"
Franklin,298,41.1101,-74.5886,"Ranks highly in: Agricultural_Loss_Rate: 93%, Building_Loss_Rate: 90%, Household_Income: 89%"
Benton Harbor,299,42.1159,-86.4488,"Ranks highly in: Asthma: 87%, Household_Income: 82%, Traffic_Proximity: 80%"
Wilmington,300,34.21,-77.8866,"Ranks highly in: Traffic_Proximity: 94%, Building_Loss_Rate: 94%, Household_Income: 94%"
Covington,301,33.6049,-83.8465,"Ranks highly in: PM25: 91%, Agricultural_Loss_Rate: 89%, Building_Loss_Rate: 89%"
Tell City,302,37.9528,-86.7597,"Ranks highly in: Asthma: 86%, Agricultural_Loss_Rate: 86%, PM25: 84%"
College Station,303,30.5852,-96.296,"Ranks highly in: PM25: 85%, Traffic_Proximity: 81%, Diesel_Particulate: 80%"
Barnstable,304,41.6722,-70.3599,"Ranks highly in: Asthma: 85%, Traffic_Proximity: 85%, Agricultural_Loss_Rate: 85%"
Napa,305,38.2976,-122.3011,"Ranks highly in: PM25: 86%, Agricultural_Loss_Rate: 86%, Traffic_Proximity: 82%"
Amarillo,306,35.1988,-101.8311,"Ranks highly in: Building_Loss_Rate: 83%, Diesel_Particulate: 82%, Household_Income: 82%"
Kingston,307,41.9295,-73.9968,"Ranks highly in: Agricultural_Loss_Rate: 85%, Asthma: 82%, Traffic_Proximity: 80%"
Davis,308,38.5552,-121.7365,"Ranks highly in: PM25: 85%, Traffic_Proximity: 84%, Agricultural_Loss_Rate: 83%"
Brunswick,309,41.2464,-81.8198,"Ranks highly in: PM25: 86%, Building_Loss_Rate: 85%, Asthma: 82%"
St. Joseph,310,39.7599,-94.821,"Ranks highly in: Asthma: 80%, Building_Loss_Rate: 79%, Household_Income: 79%"
Concord,311,35.3933,-80.6366,"Ranks highly in: Agricultural_Loss_Rate: 99%, PM25: 98%, Traffic_Proximity: 97%"
Centralia,312,46.7226,-122.9696,"Ranks highly in: Asthma: 84%, Household_Income: 84%, Building_Loss_Rate: 78%"
Racine,313,42.7274,-87.8135,"Ranks highly in: Traffic_Proximity: 83%, Asthma: 82%, Diesel_Particulate: 82%"
Withamsville,314,39.0628,-84.2808,"Ranks highly in: PM25: 84%, Diesel_Particulate: 81%, Asthma: 79%"
Janesville,315,42.6855,-89.0136,"Ranks highly in: Traffic_Proximity: 80%, Diesel_Particulate: 79%, Asthma: 78%"
Torrington,316,41.8349,-73.1281,"Ranks highly in: Agricultural_Loss_Rate: 91%, Asthma: 81%, Household_Income: 81%"
Waxahachie,317,32.4032,-96.8444,"Ranks highly in: PM25: 82%, Agricultural_Loss_Rate: 82%, Diesel_Particulate: 79%"
Salisbury,318,35.6656,-80.4909,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 85%, Household_Income: 84%"
Johnstown,319,40.3258,-78.9193,"Ranks highly in: PM25: 86%, Asthma: 83%, Traffic_Proximity: 77%"
Ardmore,320,34.1944,-97.1253,"Ranks highly in: Agricultural_Loss_Rate: 86%, Asthma: 82%, Building_Loss_Rate: 81%"
Moline,321,41.4821,-90.4921,"Ranks highly in: Traffic_Proximity: 81%, Diesel_Particulate: 80%, PM25: 80%"
Sioux Falls,322,43.5397,-96.732,"Ranks highly in: Building_Loss_Rate: 84%, Diesel_Particulate: 83%, Traffic_Proximity: 81%"
Daphne,323,30.6286,-87.8866,"Ranks highly in: Agricultural_Loss_Rate: 82%, PM25: 81%, Building_Loss_Rate: 79%"
Olympia,324,47.0417,-122.8959,"Ranks highly in: Diesel_Particulate: 84%, Asthma: 84%, Traffic_Proximity: 81%"
Burlington,325,36.0758,-79.4686,"Ranks highly in: Agricultural_Loss_Rate: 92%, Asthma: 88%, Building_Loss_Rate: 88%"
Florence,326,34.1781,-79.7877,"Ranks highly in: Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 91%, Asthma: 90%"
Midland,327,32.0249,-102.1137,"Ranks highly in: Building_Loss_Rate: 84%, Traffic_Proximity: 82%, Household_Income: 77%"
Las Cruces,328,32.3265,-106.7892,"Ranks highly in: Agricultural_Loss_Rate: 85%, Diesel_Particulate: 82%, Asthma: 79%"
Yuma,329,32.5992,-114.5488,"Ranks highly in: Asthma: 85%, PM25: 82%, Traffic_Proximity: 82%"
Waterloo,330,42.492,-92.3522,"Ranks highly in: Building_Loss_Rate: 81%, Traffic_Proximity: 80%, Household_Income: 79%"
Gadsden,331,34.009,-86.0156,"Ranks highly in: PM25: 82%, Building_Loss_Rate: 79%, Diesel_Particulate: 77%"
Pottsville,332,40.6798,-76.2092,"Ranks highly in: PM25: 83%, Asthma: 83%, Household_Income: 81%"
Santa Fe,333,35.6619,-105.9819,"Ranks highly in: Agricultural_Loss_Rate: 84%, Traffic_Proximity: 82%, Building_Loss_Rate: 81%"
Sherman,334,33.6274,-96.6218,"Ranks highly in: PM25: 81%, Building_Loss_Rate: 80%, Household_Income: 79%"
Spring Hill,335,28.4797,-82.53,"Ranks highly in: Building_Loss_Rate: 86%, Household_Income: 84%, Diesel_Particulate: 83%"
Bremerton,336,47.5436,-122.7122,"Ranks highly in: Diesel_Particulate: 85%, Asthma: 84%, Traffic_Proximity: 82%"
Owensboro,337,37.7574,-87.1173,"Ranks highly in: PM25: 80%, Building_Loss_Rate: 78%, Diesel_Particulate: 77%"
Schenectady,338,42.8025,-73.9276,"Ranks highly in: Traffic_Proximity: 84%, Asthma: 82%, Diesel_Particulate: 81%"
Albany,339,31.5776,-84.1762,"Ranks highly in: Asthma: 92%, Traffic_Proximity: 91%, Household_Income: 91%"
Lawton,340,34.6176,-98.4203,"Ranks highly in: Building_Loss_Rate: 83%, Asthma: 82%, Household_Income: 76%"
Searcy,341,35.2418,-91.7351,"Ranks highly in: Agricultural_Loss_Rate: 83%, Building_Loss_Rate: 80%, PM25: 79%"
Elkhart,342,41.6916,-85.9628,"Ranks highly in: Asthma: 80%, Diesel_Particulate: 80%, Traffic_Proximity: 79%"
Council Bluffs,343,41.2369,-95.8517,"Ranks highly in: Diesel_Particulate: 81%, Building_Loss_Rate: 79%, PM25: 78%"
Maryville,344,35.7468,-83.9789,"Ranks highly in: Agricultural_Loss_Rate: 84%, PM25: 80%, Building_Loss_Rate: 79%"
Newark,345,40.0705,-82.4251,"Ranks highly in: Household_Income: 98%, Traffic_Proximity: 98%, Diesel_Particulate: 98%"
Enterprise,346,31.3276,-85.8459,"Ranks highly in: Agricultural_Loss_Rate: 86%, PM25: 80%, Building_Loss_Rate: 80%"
Lebanon,347,40.3412,-76.4227,"Ranks highly in: Asthma: 86%, Agricultural_Loss_Rate: 86%, PM25: 85%"
Greenville,348,35.5956,-77.3768,"Ranks highly in: Agricultural_Loss_Rate: 97%, Building_Loss_Rate: 95%, Household_Income: 94%"
Fremont,349,41.4396,-96.4879,"Ranks highly in: Agricultural_Loss_Rate: 88%, Household_Income: 86%, Building_Loss_Rate: 86%"
Wichita Falls,350,33.9072,-98.5291,"Ranks highly in: Agricultural_Loss_Rate: 80%, Traffic_Proximity: 79%, Building_Loss_Rate: 79%"
Somerset,351,40.5083,-74.501,"Ranks highly in: Agricultural_Loss_Rate: 94%, Building_Loss_Rate: 93%, Diesel_Particulate: 89%"
El Dorado Hills,352,38.675,-121.049,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 81%, Traffic_Proximity: 78%"
Port Charlotte,353,26.9918,-82.114,"Ranks highly in: Building_Loss_Rate: 85%, Diesel_Particulate: 79%, Traffic_Proximity: 76%"
Hickory,354,35.7425,-81.323,"Ranks highly in: Agricultural_Loss_Rate: 83%, PM25: 79%, Building_Loss_Rate: 77%"
Lumberton,355,34.6312,-79.0186,"Ranks highly in: Agricultural_Loss_Rate: 84%, Asthma: 82%, Household_Income: 81%"
Lenoir,356,35.9096,-81.5247,"Ranks highly in: Agricultural_Loss_Rate: 83%, Building_Loss_Rate: 78%, PM25: 76%"
Easley,357,34.819,-82.5828,"Ranks highly in: Agricultural_Loss_Rate: 81%, PM25: 80%, Household_Income: 78%"
Laurel,358,31.6956,-89.1448,"Ranks highly in: Agricultural_Loss_Rate: 84%, Building_Loss_Rate: 82%, PM25: 79%"
Bangor,359,44.8322,-68.7906,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 87%, Household_Income: 80%"
Corning,360,42.147,-77.0561,"Ranks highly in: Asthma: 83%, Agricultural_Loss_Rate: 81%, Household_Income: 80%"
Kenosha,361,42.5864,-87.8765,"Ranks highly in: Traffic_Proximity: 81%, Diesel_Particulate: 81%, Asthma: 78%"
Terre Haute,362,39.4654,-87.3763,"Ranks highly in: Diesel_Particulate: 79%, PM25: 79%, Traffic_Proximity: 78%"
Hilton Head Island,363,32.1896,-80.7499,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 80%, Diesel_Particulate: 78%"
Nampa,364,43.5845,-116.5631,"Ranks highly in: PM25: 83%, Asthma: 79%, Diesel_Particulate: 79%"
Hinesville,365,31.8247,-81.6135,"Ranks highly in: PM25: 78%, Agricultural_Loss_Rate: 78%, Building_Loss_Rate: 77%"
Muskegon,366,43.2281,-86.2563,"Ranks highly in: Asthma: 85%, Traffic_Proximity: 80%, Household_Income: 77%"
Crestview,367,30.748,-86.5784,"Ranks highly in: Traffic_Proximity: 80%, Building_Loss_Rate: 79%, Diesel_Particulate: 78%"
Huntington,368,38.4109,-82.4344,"Ranks highly in: Asthma: 83%, Traffic_Proximity: 81%, Diesel_Particulate: 80%"
Dublin,369,32.5359,-82.928,"Ranks highly in: Agricultural_Loss_Rate: 79%, PM25: 79%, Household_Income: 79%"
Jamestown,370,42.0975,-79.2366,"Ranks highly in: Household_Income: 85%, Asthma: 84%, Agricultural_Loss_Rate: 80%"
St. Augustine,371,29.8977,-81.31,"Ranks highly in: Building_Loss_Rate: 84%, Diesel_Particulate: 80%, Traffic_Proximity: 78%"
Shelton,372,47.2186,-123.112,"Ranks highly in: Asthma: 82%, Household_Income: 81%, Agricultural_Loss_Rate: 79%"
Anderson,373,34.5211,-82.6479,"Ranks highly in: Agricultural_Loss_Rate: 91%, PM25: 88%, Asthma: 88%"
Conway,374,35.0754,-92.4694,"Ranks highly in: PM25: 81%, Diesel_Particulate: 76%, Agricultural_Loss_Rate: 76%"
Aiken,375,33.531,-81.7268,"Ranks highly in: PM25: 82%, Agricultural_Loss_Rate: 78%, Asthma: 76%"
Saratoga Springs,376,43.0674,-73.7775,"Ranks highly in: Asthma: 81%, Traffic_Proximity: 79%, Diesel_Particulate: 78%"
Summerville,377,33.0015,-80.1799,"Ranks highly in: Agricultural_Loss_Rate: 81%, Household_Income: 80%, Asthma: 80%"
Fort Smith,378,35.3493,-94.3695,"Ranks highly in: PM25: 81%, Diesel_Particulate: 76%, Traffic_Proximity: 74%"
Dunn,379,35.3113,-78.6129,"Ranks highly in: Agricultural_Loss_Rate: 83%, Building_Loss_Rate: 79%, PM25: 76%"
Smithfield,380,35.5131,-78.3497,"Ranks highly in: Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 82%, Household_Income: 80%"
Claremore,381,36.3143,-95.6099,"Ranks highly in: PM25: 82%, Agricultural_Loss_Rate: 79%, Building_Loss_Rate: 78%"
Appleton,382,44.2779,-88.3891,"Ranks highly in: Traffic_Proximity: 82%, Household_Income: 77%, Diesel_Particulate: 77%"
Altoona,383,40.5082,-78.4007,"Ranks highly in: Asthma: 81%, PM25: 81%, Traffic_Proximity: 78%"
Amherst,384,42.3645,-72.5069,"Ranks highly in: Agricultural_Loss_Rate: 87%, Asthma: 82%, Traffic_Proximity: 79%"
Pearl,385,32.273,-90.0918,"Ranks highly in: PM25: 81%, Building_Loss_Rate: 79%, Agricultural_Loss_Rate: 79%"
Eureka,386,40.7942,-124.1568,"Ranks highly in: Household_Income: 83%, Asthma: 80%, Building_Loss_Rate: 80%"
Troy,387,42.7354,-73.6751,"Ranks highly in: Agricultural_Loss_Rate: 97%, Asthma: 95%, Building_Loss_Rate: 94%"
San Juan,388,18.4037,-66.0636,"Ranks highly in: Agricultural_Loss_Rate: 86%, Asthma: 81%, Household_Income: 79%"
San Marcos,389,29.8736,-97.9381,"Ranks highly in: PM25: 79%, Agricultural_Loss_Rate: 78%, Building_Loss_Rate: 77%"
Cumberland,390,39.6515,-78.7585,"Ranks highly in: Asthma: 78%, Household_Income: 77%, Building_Loss_Rate: 77%"
Schertz,391,29.5649,-98.2537,"Ranks highly in: PM25: 81%, Building_Loss_Rate: 77%, Agricultural_Loss_Rate: 77%"
Yukon,392,35.5201,-97.7639,"Ranks highly in: Building_Loss_Rate: 79%, Diesel_Particulate: 76%, PM25: 75%"
Portage,393,41.5866,-87.1792,"Ranks highly in: Diesel_Particulate: 80%, PM25: 76%, Traffic_Proximity: 74%"
Willimantic,394,41.7153,-72.2173,"Ranks highly in: Asthma: 84%, Household_Income: 81%, Agricultural_Loss_Rate: 80%"
Lake Havasu City,395,34.5006,-114.3113,"Ranks highly in: Asthma: 83%, Household_Income: 78%, Building_Loss_Rate: 75%"
Rochester,396,44.0151,-92.4778,"Ranks highly in: Agricultural_Loss_Rate: 99%, Asthma: 98%, Household_Income: 98%"
Wheeling,397,40.0752,-80.6951,"Ranks highly in: Diesel_Particulate: 78%, PM25: 77%, Asthma: 76%"
Sebastian,398,27.7882,-80.4813,"Ranks highly in: Building_Loss_Rate: 82%, Diesel_Particulate: 77%, Agricultural_Loss_Rate: 76%"
Madera,399,36.9631,-120.0782,"Ranks highly in: PM25: 80%, Agricultural_Loss_Rate: 78%, Building_Loss_Rate: 72%"
Morehead City,400,34.7308,-76.7387,"Ranks highly in: Building_Loss_Rate: 84%, Agricultural_Loss_Rate: 77%, Traffic_Proximity: 75%"
Longview,401,32.5193,-94.7621,"Ranks highly in: Asthma: 85%, Traffic_Proximity: 82%, PM25: 82%"
Kankakee,402,41.1019,-87.8643,"Ranks highly in: Diesel_Particulate: 77%, PM25: 76%, Traffic_Proximity: 75%"
Williamsport,403,41.2398,-77.0371,"Ranks highly in: Asthma: 77%, Traffic_Proximity: 76%, PM25: 76%"
Columbus,404,41.4368,-97.3563,"Ranks highly in: Agricultural_Loss_Rate: 99%, Building_Loss_Rate: 99%, Asthma: 99%"
Fort Dodge,405,42.5098,-94.1751,"Ranks highly in: Agricultural_Loss_Rate: 83%, Building_Loss_Rate: 82%, Household_Income: 78%"
Monroe,406,33.799,-83.716,"Ranks highly in: Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 83%, PM25: 82%"
Michigan City,407,41.7099,-86.8705,"Ranks highly in: Diesel_Particulate: 78%, Traffic_Proximity: 77%, Asthma: 76%"
Leland,408,34.2044,-78.0277,"Ranks highly in: Agricultural_Loss_Rate: 84%, Building_Loss_Rate: 82%, Household_Income: 74%"
Jacksonville,409,34.7288,-77.3941,"Ranks highly in: Household_Income: 96%, Diesel_Particulate: 94%, Asthma: 94%"
Coweta,410,35.968,-95.6543,"Ranks highly in: PM25: 79%, Agricultural_Loss_Rate: 79%, Building_Loss_Rate: 74%"
